"""emp_no"",""dept_no"",""from_date"",""to_date"""
"10452,""d005"",""1995-11-12"",""2001-10-11"""
"10453,""d009"",""1985-04-02"",""9999-01-01"""
"10454,""d007"",""1989-04-16"",""9999-01-01"""
"10455,""d007"",""1995-02-19"",""9999-01-01"""
"10456,""d002"",""2000-01-06"",""9999-01-01"""
"10457,""d006"",""1999-10-23"",""9999-01-01"""
"10458,""d007"",""1994-07-05"",""9999-01-01"""
"10459,""d002"",""1998-06-14"",""9999-01-01"""
"10459,""d003"",""1997-06-28"",""1998-06-14"""
"10460,""d005"",""1999-06-30"",""2001-04-15"""
"10461,""d007"",""1987-08-03"",""9999-01-01"""
"10462,""d004"",""1996-03-25"",""9999-01-01"""
"10463,""d007"",""1994-02-17"",""9999-01-01"""
"10464,""d003"",""1991-05-21"",""9999-01-01"""
"10465,""d009"",""1994-12-11"",""9999-01-01"""
"10466,""d009"",""1997-08-22"",""2000-08-15"""
"10467,""d003"",""1992-05-22"",""1999-11-01"""
"10468,""d007"",""1991-05-28"",""9999-01-01"""
"10469,""d005"",""1985-06-05"",""1992-12-26"""
"10469,""d008"",""1992-12-26"",""9999-01-01"""
"10470,""d004"",""1989-09-19"",""9999-01-01"""
"10471,""d006"",""1990-11-18"",""9999-01-01"""
"10472,""d007"",""1999-12-01"",""2002-01-02"""
"10473,""d004"",""1997-09-23"",""9999-01-01"""
"10474,""d004"",""1987-02-21"",""9999-01-01"""
"10475,""d004"",""1992-05-13"",""1994-12-30"""
"10476,""d008"",""1987-09-20"",""9999-01-01"""
"10477,""d005"",""1997-05-26"",""9999-01-01"""
"10478,""d005"",""1993-02-10"",""9999-01-01"""
"10478,""d009"",""1992-06-09"",""1993-02-10"""
"10479,""d004"",""1993-07-24"",""9999-01-01"""
"10480,""d002"",""1988-05-18"",""1989-06-03"""
"10481,""d004"",""1989-10-03"",""9999-01-01"""
"10482,""d005"",""1996-02-26"",""9999-01-01"""
"10483,""d006"",""1993-11-10"",""9999-01-01"""
"10484,""d003"",""1996-12-20"",""9999-01-01"""
"10485,""d005"",""1996-01-21"",""9999-01-01"""
"10486,""d006"",""1987-10-08"",""9999-01-01"""
"10487,""d004"",""1992-08-14"",""9999-01-01"""
"10488,""d005"",""1994-07-09"",""1996-11-18"""
"10488,""d008"",""1996-11-18"",""9999-01-01"""
"10489,""d005"",""1989-09-10"",""1989-10-06"""
"10490,""d007"",""1992-11-22"",""9999-01-01"""
"10491,""d001"",""1990-01-17"",""9999-01-01"""
"10492,""d005"",""1988-04-29"",""9999-01-01"""
"10493,""d007"",""1998-10-29"",""9999-01-01"""
"10494,""d004"",""1991-12-18"",""9999-01-01"""
"10495,""d004"",""1989-09-24"",""9999-01-01"""
"10496,""d002"",""1995-08-29"",""1999-01-26"""
"10497,""d004"",""1992-01-22"",""9999-01-01"""
"10498,""d004"",""1994-03-09"",""9999-01-01"""
"10499,""d001"",""1996-07-31"",""1998-03-16"""
"10499,""d007"",""1998-03-16"",""9999-01-01"""
"10500,""d005"",""1996-12-16"",""9999-01-01"""
"10501,""d005"",""1988-09-08"",""9999-01-01"""
"10502,""d006"",""1993-03-04"",""9999-01-01"""
"10503,""d004"",""1997-03-13"",""9999-01-01"""
"10504,""d007"",""1999-10-19"",""9999-01-01"""
"10505,""d007"",""1985-07-23"",""1998-03-26"""
"10506,""d005"",""1996-12-01"",""9999-01-01"""
"10507,""d003"",""1990-09-30"",""9999-01-01"""
"10508,""d004"",""1991-05-01"",""9999-01-01"""
"10509,""d007"",""1992-10-06"",""9999-01-01"""
"10510,""d007"",""1990-04-20"",""1992-09-21"""
"10510,""d009"",""1992-09-21"",""9999-01-01"""
"10511,""d004"",""1992-01-27"",""9999-01-01"""
"10512,""d003"",""1989-11-28"",""9999-01-01"""
"10513,""d002"",""1991-04-02"",""9999-01-01"""
"10514,""d008"",""1992-04-29"",""1995-04-02"""
"10515,""d007"",""1990-01-06"",""1998-07-21"""
"10516,""d005"",""1985-10-19"",""9999-01-01"""
"10517,""d007"",""1990-12-25"",""9999-01-01"""
"10518,""d005"",""1993-09-03"",""9999-01-01"""
"10519,""d005"",""1994-02-09"",""2001-10-13"""
"10519,""d008"",""1992-12-05"",""1994-02-09"""
"10520,""d004"",""1996-09-05"",""9999-01-01"""
"10521,""d007"",""1989-05-11"",""9999-01-01"""
"10522,""d003"",""1986-12-12"",""9999-01-01"""
"10523,""d004"",""1989-12-23"",""9999-01-01"""
"10524,""d004"",""1985-10-09"",""9999-01-01"""
"10525,""d007"",""1990-07-08"",""1995-12-20"""
"10526,""d004"",""1988-02-27"",""9999-01-01"""
"10527,""d005"",""1996-01-25"",""9999-01-01"""
"10528,""d005"",""1993-10-28"",""9999-01-01"""
"10529,""d004"",""1999-06-12"",""9999-01-01"""
"10529,""d005"",""1997-07-04"",""1999-06-12"""
"10530,""d005"",""1987-09-23"",""9999-01-01"""
"10531,""d003"",""1995-03-16"",""9999-01-01"""
"10532,""d007"",""1986-05-18"",""9999-01-01"""
"10533,""d007"",""1990-08-17"",""9999-01-01"""
"10534,""d008"",""1998-01-26"",""2001-03-03"""
"10535,""d009"",""1991-08-22"",""9999-01-01"""
"10536,""d007"",""1988-10-07"",""9999-01-01"""
"10537,""d007"",""1996-09-25"",""9999-01-01"""
"10538,""d004"",""1991-09-22"",""1998-12-13"""
"10538,""d005"",""1987-07-23"",""1991-09-22"""
"10539,""d007"",""1990-06-05"",""9999-01-01"""
"10540,""d004"",""1994-05-03"",""9999-01-01"""
"10541,""d007"",""1986-02-28"",""1986-10-01"""
"10542,""d005"",""1992-02-07"",""9999-01-01"""
"10543,""d002"",""1998-11-24"",""9999-01-01"""
"10544,""d008"",""1995-04-29"",""9999-01-01"""
"10545,""d004"",""1990-06-30"",""9999-01-01"""
"10546,""d008"",""1991-04-14"",""9999-01-01"""
"10547,""d005"",""1988-02-14"",""1989-06-19"""
"10548,""d001"",""1991-10-04"",""9999-01-01"""
"10548,""d007"",""1986-07-04"",""1991-10-04"""
"10549,""d005"",""1996-10-11"",""9999-01-01"""
"10550,""d006"",""1985-02-03"",""9999-01-01"""
"10551,""d006"",""1988-08-06"",""9999-01-01"""
"10552,""d004"",""1998-08-31"",""9999-01-01"""
"10553,""d005"",""1990-07-22"",""9999-01-01"""
"10554,""d005"",""1990-11-28"",""9999-01-01"""
"10555,""d007"",""1992-05-22"",""1993-01-19"""
"10556,""d002"",""1992-04-15"",""9999-01-01"""
"10557,""d005"",""1992-09-18"",""1994-08-25"""
"10557,""d008"",""1994-08-25"",""9999-01-01"""
"10558,""d004"",""1992-04-22"",""9999-01-01"""
"10559,""d007"",""1999-04-05"",""9999-01-01"""
"10560,""d005"",""1996-09-03"",""9999-01-01"""
"10561,""d007"",""1997-06-30"",""9999-01-01"""
"10562,""d005"",""1997-07-24"",""9999-01-01"""
"10563,""d005"",""1992-09-29"",""2002-01-01"""
"10564,""d004"",""1995-11-23"",""9999-01-01"""
"10565,""d004"",""1996-08-05"",""9999-01-01"""
"10566,""d005"",""1990-08-23"",""1997-10-26"""
"10567,""d001"",""1997-02-17"",""9999-01-01"""
"10567,""d007"",""1992-10-18"",""1997-02-17"""
"10568,""d007"",""1995-07-08"",""9999-01-01"""
"10569,""d008"",""1987-03-13"",""9999-01-01"""
"10570,""d007"",""1986-06-16"",""2000-03-25"""
"10571,""d005"",""1985-02-24"",""9999-01-01"""
"10572,""d004"",""1988-02-16"",""9999-01-01"""
"10573,""d007"",""1999-08-20"",""9999-01-01"""
"10574,""d003"",""1999-11-15"",""9999-01-01"""
"10575,""d004"",""1988-10-04"",""2000-11-22"""
"10576,""d002"",""1991-01-03"",""9999-01-01"""
"10577,""d004"",""2001-08-01"",""9999-01-01"""
"10577,""d008"",""1993-07-02"",""2001-08-01"""
"10578,""d005"",""1989-11-24"",""9999-01-01"""
"10579,""d005"",""1991-06-02"",""9999-01-01"""
"10580,""d009"",""1991-03-02"",""9999-01-01"""
"10581,""d004"",""1994-04-13"",""9999-01-01"""
"10582,""d005"",""1995-11-06"",""9999-01-01"""
"10583,""d004"",""1985-02-14"",""1998-05-29"""
"10584,""d005"",""1986-02-17"",""9999-01-01"""
"10585,""d005"",""1991-01-09"",""1994-08-24"""
"10585,""d008"",""1994-08-24"",""9999-01-01"""
"10586,""d004"",""1992-02-04"",""9999-01-01"""
"10587,""d005"",""1991-11-20"",""9999-01-01"""
"10588,""d004"",""1988-07-25"",""9999-01-01"""
"10589,""d002"",""1994-01-26"",""9999-01-01"""
"10590,""d008"",""1986-04-09"",""9999-01-01"""
"10591,""d001"",""1987-06-18"",""1988-09-20"""
"10592,""d007"",""1993-09-27"",""9999-01-01"""
"10593,""d004"",""2000-03-29"",""9999-01-01"""
"10593,""d005"",""1990-09-12"",""2000-03-29"""
"10594,""d005"",""1988-04-02"",""9999-01-01"""
"10595,""d004"",""1989-11-24"",""9999-01-01"""
"10596,""d007"",""1996-05-23"",""9999-01-01"""
"10597,""d007"",""1990-04-01"",""9999-01-01"""
"10598,""d004"",""1998-06-22"",""2000-09-27"""
"10599,""d005"",""1991-11-17"",""9999-01-01"""
"10600,""d007"",""1992-04-27"",""9999-01-01"""
"10601,""d009"",""1999-07-24"",""2002-05-09"""
"10602,""d001"",""1989-04-23"",""1993-11-06"""
"10603,""d007"",""1995-07-20"",""9999-01-01"""
"10604,""d004"",""2002-07-29"",""9999-01-01"""
"10604,""d005"",""1990-04-07"",""2002-07-29"""
"10605,""d006"",""1993-07-01"",""9999-01-01"""
"10606,""d005"",""1987-05-02"",""9999-01-01"""
"10607,""d005"",""1996-01-13"",""9999-01-01"""
"10608,""d004"",""1986-05-25"",""1991-06-02"""
"10609,""d005"",""1994-12-03"",""9999-01-01"""
"10610,""d005"",""1997-03-30"",""9999-01-01"""
"10611,""d005"",""1989-09-16"",""9999-01-01"""
"10612,""d004"",""1991-09-02"",""9999-01-01"""
"10613,""d003"",""1997-10-13"",""9999-01-01"""
"10614,""d004"",""1990-03-03"",""1997-02-27"""
"10614,""d009"",""1997-02-27"",""9999-01-01"""
"10615,""d002"",""1996-03-10"",""9999-01-01"""
"10616,""d007"",""1996-11-07"",""9999-01-01"""
"10617,""d009"",""1991-10-30"",""2001-10-03"""
"10618,""d004"",""1994-10-07"",""9999-01-01"""
"10619,""d007"",""1993-04-09"",""9999-01-01"""
"10620,""d005"",""1990-11-10"",""9999-01-01"""
"10621,""d005"",""1992-02-10"",""9999-01-01"""
"10622,""d004"",""1989-05-15"",""9999-01-01"""
"10623,""d005"",""1992-01-15"",""1996-02-11"""
"10623,""d008"",""1996-02-11"",""9999-01-01"""
"10624,""d004"",""1990-05-07"",""9999-01-01"""
"10625,""d005"",""1986-07-15"",""1995-01-13"""
"10626,""d003"",""1996-12-03"",""9999-01-01"""
"10627,""d003"",""1995-03-13"",""9999-01-01"""
"10628,""d005"",""1987-03-14"",""9999-01-01"""
"10629,""d007"",""1999-10-20"",""2001-12-07"""
"10630,""d004"",""1997-01-13"",""9999-01-01"""
"10631,""d005"",""1994-10-18"",""9999-01-01"""
"10632,""d005"",""1985-07-25"",""1987-11-20"""
"10633,""d007"",""1997-05-16"",""9999-01-01"""
"10634,""d005"",""1990-11-11"",""1994-04-02"""
"10634,""d008"",""1994-04-02"",""9999-01-01"""
"10635,""d004"",""1991-09-22"",""1999-12-20"""
"10636,""d003"",""1996-09-25"",""9999-01-01"""
"10637,""d007"",""1993-07-11"",""2000-01-19"""
"10638,""d007"",""1994-11-10"",""9999-01-01"""
"10639,""d005"",""1992-10-25"",""9999-01-01"""
"10640,""d007"",""1992-12-04"",""9999-01-01"""
"10641,""d005"",""1993-03-21"",""9999-01-01"""
"10642,""d005"",""1998-10-05"",""9999-01-01"""
"10643,""d005"",""1987-11-11"",""9999-01-01"""
"10644,""d002"",""1985-05-29"",""1995-07-19"""
"10644,""d007"",""1995-07-19"",""1995-08-25"""
"10645,""d004"",""1988-03-01"",""9999-01-01"""
"10646,""d009"",""1996-01-31"",""9999-01-01"""
"10647,""d004"",""1997-09-03"",""9999-01-01"""
"10648,""d005"",""1988-02-16"",""9999-01-01"""
"10649,""d009"",""1998-06-23"",""9999-01-01"""
"10650,""d005"",""1992-10-04"",""9999-01-01"""
"10651,""d008"",""1996-01-08"",""9999-01-01"""
"10652,""d008"",""1990-02-12"",""1992-01-13"""
"10653,""d005"",""1987-04-30"",""9999-01-01"""
"10654,""d004"",""1990-03-25"",""9999-01-01"""
"10655,""d002"",""1997-07-04"",""2000-11-22"""
"10655,""d007"",""2000-11-22"",""9999-01-01"""
"10656,""d004"",""1988-06-21"",""9999-01-01"""
"10657,""d002"",""1992-03-26"",""9999-01-01"""
"10658,""d001"",""1994-04-29"",""9999-01-01"""
"10659,""d005"",""1995-06-01"",""9999-01-01"""
"10660,""d005"",""1988-08-12"",""1991-07-12"""
"10661,""d001"",""1988-01-12"",""9999-01-01"""
"10662,""d004"",""1999-12-17"",""9999-01-01"""
"10663,""d004"",""1999-02-12"",""9999-01-01"""
"10663,""d005"",""1993-01-23"",""1999-02-12"""
"10664,""d004"",""1989-12-24"",""9999-01-01"""
"10665,""d005"",""1988-01-23"",""2000-07-13"""
"10666,""d002"",""1989-05-20"",""9999-01-01"""
"10667,""d009"",""1999-07-28"",""9999-01-01"""
"10668,""d002"",""1997-11-28"",""1999-09-03"""
"10669,""d009"",""1996-11-17"",""9999-01-01"""
"10670,""d007"",""1988-03-23"",""9999-01-01"""
"10671,""d003"",""1995-09-14"",""9999-01-01"""
"10672,""d004"",""1991-09-29"",""1996-04-19"""
"10673,""d005"",""1994-07-29"",""1997-11-18"""
"10673,""d008"",""1997-11-18"",""1998-01-14"""
"10674,""d005"",""1999-03-17"",""9999-01-01"""
"10675,""d002"",""1993-02-02"",""9999-01-01"""
"10676,""d005"",""1999-09-04"",""9999-01-01"""
"10677,""d005"",""1999-10-13"",""9999-01-01"""
"10678,""d005"",""1987-08-02"",""9999-01-01"""
"10679,""d003"",""1990-05-13"",""9999-01-01"""
"10680,""d005"",""1992-11-21"",""1998-12-08"""
"10681,""d001"",""2002-01-08"",""9999-01-01"""
"10681,""d007"",""1995-10-02"",""2002-01-08"""
"10682,""d009"",""1990-11-09"",""9999-01-01"""
"10683,""d004"",""1997-06-23"",""9999-01-01"""
"10684,""d004"",""1999-10-28"",""9999-01-01"""
"10685,""d002"",""1995-12-27"",""1996-10-20"""
"10686,""d005"",""1987-05-17"",""9999-01-01"""
"10687,""d008"",""1990-03-13"",""9999-01-01"""
"10688,""d002"",""1986-04-13"",""9999-01-01"""
"10689,""d003"",""1988-08-05"",""9999-01-01"""
"10690,""d004"",""1995-10-04"",""9999-01-01"""
"10690,""d005"",""1989-08-22"",""1995-10-04"""
"10691,""d005"",""1989-09-17"",""9999-01-01"""
"10692,""d007"",""1993-03-22"",""9999-01-01"""
"10693,""d009"",""1986-01-08"",""9999-01-01"""
"10694,""d001"",""1988-01-26"",""2001-07-11"""
"10695,""d004"",""1998-05-19"",""9999-01-01"""
"10696,""d005"",""1991-09-09"",""9999-01-01"""
"10697,""d009"",""1999-08-29"",""9999-01-01"""
"10698,""d005"",""1994-12-08"",""9999-01-01"""
"10699,""d006"",""1985-11-17"",""9999-01-01"""
"10700,""d005"",""1998-04-14"",""2002-06-27"""
"10701,""d007"",""1986-10-27"",""1989-10-07"""
"10701,""d009"",""1989-10-07"",""9999-01-01"""
"10702,""d005"",""1991-01-14"",""9999-01-01"""
"10703,""d004"",""1996-05-12"",""9999-01-01"""
"10704,""d008"",""1995-02-17"",""9999-01-01"""
"10705,""d007"",""1990-07-18"",""9999-01-01"""
"10706,""d004"",""1994-05-03"",""2001-04-08"""
"10707,""d005"",""1990-12-24"",""9999-01-01"""
"10708,""d008"",""1999-11-09"",""9999-01-01"""
"10709,""d005"",""1986-02-02"",""1988-02-21"""
"10709,""d008"",""1988-02-21"",""9999-01-01"""
"10710,""d007"",""1995-07-09"",""9999-01-01"""
"10711,""d005"",""1991-06-21"",""9999-01-01"""
"10712,""d005"",""1994-08-18"",""9999-01-01"""
"10713,""d008"",""1986-04-26"",""2001-02-21"""
"10714,""d005"",""1999-11-24"",""9999-01-01"""
"10715,""d004"",""1999-10-28"",""9999-01-01"""
"10716,""d005"",""1987-08-12"",""9999-01-01"""
"10717,""d003"",""1991-09-13"",""9999-01-01"""
"10718,""d005"",""1988-07-21"",""9999-01-01"""
"10719,""d005"",""1995-09-05"",""1999-07-31"""
"10720,""d004"",""2001-08-05"",""9999-01-01"""
"10720,""d008"",""1996-06-26"",""2001-08-05"""
"10721,""d009"",""1999-07-15"",""9999-01-01"""
"10722,""d001"",""1989-01-17"",""2000-04-14"""
"10723,""d004"",""1997-07-14"",""9999-01-01"""
"10724,""d004"",""1995-12-07"",""9999-01-01"""
"10725,""d007"",""1990-09-08"",""9999-01-01"""
"10726,""d005"",""1992-02-25"",""9999-01-01"""
"10727,""d002"",""1991-01-08"",""2000-06-06"""
"10728,""d006"",""1989-12-09"",""9999-01-01"""
"10729,""d004"",""1986-04-20"",""9999-01-01"""
"10730,""d004"",""1996-05-27"",""1998-06-07"""
"10730,""d005"",""1996-05-14"",""1996-05-27"""
"10731,""d002"",""1987-02-20"",""2000-10-09"""
"10732,""d004"",""1994-12-21"",""9999-01-01"""
"10733,""d009"",""1996-02-20"",""9999-01-01"""
"10734,""d004"",""1995-12-19"",""9999-01-01"""
"10735,""d009"",""1985-10-29"",""9999-01-01"""
"10736,""d006"",""1991-09-26"",""9999-01-01"""
"10737,""d004"",""1999-06-22"",""9999-01-01"""
"10738,""d005"",""1991-04-30"",""1992-01-06"""
"10738,""d008"",""1992-01-06"",""9999-01-01"""
"10739,""d005"",""1985-03-30"",""9999-01-01"""
"10740,""d005"",""1996-04-30"",""2002-03-17"""
"10741,""d001"",""1989-01-06"",""9999-01-01"""
"10742,""d005"",""1997-04-03"",""9999-01-01"""
"10743,""d002"",""1999-11-05"",""9999-01-01"""
"10744,""d007"",""1985-12-29"",""1992-06-03"""
"10745,""d004"",""1988-01-23"",""9999-01-01"""
"10746,""d005"",""1990-08-31"",""9999-01-01"""
"10747,""d004"",""1990-10-08"",""1999-09-20"""
"10748,""d002"",""1990-08-14"",""1992-04-04"""
"10748,""d003"",""1992-04-04"",""9999-01-01"""
"10749,""d004"",""1985-09-26"",""9999-01-01"""
"10750,""d005"",""1998-11-06"",""9999-01-01"""
"10751,""d005"",""1999-12-14"",""2000-12-05"""
"10752,""d006"",""1993-05-28"",""9999-01-01"""
"10753,""d004"",""1985-05-17"",""1999-08-25"""
"10754,""d007"",""1988-01-11"",""9999-01-01"""
"10755,""d005"",""1995-04-01"",""2001-11-13"""
"10756,""d004"",""2000-12-16"",""9999-01-01"""
"10756,""d005"",""1997-10-07"",""2000-12-16"""
"10757,""d005"",""1986-01-06"",""1991-10-18"""
"10758,""d004"",""1999-07-01"",""9999-01-01"""
"10759,""d004"",""1991-12-04"",""9999-01-01"""
"10760,""d002"",""1997-08-22"",""9999-01-01"""
"10761,""d002"",""1992-05-30"",""1999-01-04"""
"10762,""d008"",""1992-01-21"",""9999-01-01"""
"10763,""d004"",""1987-02-23"",""9999-01-01"""
"10764,""d005"",""1989-11-27"",""9999-01-01"""
"10765,""d001"",""1994-05-08"",""1994-05-11"""
"10765,""d007"",""1994-05-07"",""1994-05-08"""
"10766,""d003"",""1999-09-18"",""9999-01-01"""
"10767,""d007"",""1997-07-15"",""9999-01-01"""
"10768,""d004"",""1985-07-04"",""9999-01-01"""
"10769,""d005"",""1991-08-30"",""9999-01-01"""
"10770,""d007"",""1987-12-25"",""1989-02-27"""
"10771,""d009"",""1996-04-01"",""9999-01-01"""
"10772,""d005"",""1990-02-22"",""9999-01-01"""
"10773,""d009"",""1997-02-09"",""1997-11-29"""
"10774,""d004"",""1990-01-26"",""9999-01-01"""
"10775,""d004"",""1994-12-30"",""1999-03-17"""
"10775,""d009"",""1999-03-17"",""9999-01-01"""
"10776,""d005"",""1986-03-16"",""9999-01-01"""
"10777,""d004"",""1990-03-17"",""2001-03-27"""
"10778,""d001"",""1986-07-04"",""9999-01-01"""
"10779,""d009"",""1988-01-11"",""9999-01-01"""
"10780,""d004"",""1994-08-01"",""1996-08-18"""
"10781,""d009"",""1991-02-04"",""9999-01-01"""
"10782,""d008"",""1997-07-06"",""2002-03-30"""
"10783,""d003"",""1994-05-15"",""9999-01-01"""
"10784,""d005"",""1998-10-14"",""9999-01-01"""
"10785,""d006"",""1994-11-11"",""9999-01-01"""
"10786,""d004"",""1997-06-06"",""2001-12-10"""
"10786,""d006"",""2001-12-10"",""9999-01-01"""
"10787,""d001"",""1991-07-19"",""2002-07-27"""
"10788,""d007"",""1998-05-29"",""9999-01-01"""
"10789,""d009"",""1998-01-26"",""9999-01-01"""
"10790,""d004"",""1999-03-02"",""9999-01-01"""
"10791,""d005"",""1988-07-30"",""9999-01-01"""
"10792,""d005"",""1985-08-10"",""1993-12-20"""
"10793,""d005"",""1990-09-18"",""9999-01-01"""
"10794,""d008"",""1994-05-24"",""9999-01-01"""
"10795,""d007"",""1993-05-03"",""9999-01-01"""
"10796,""d006"",""1990-11-08"",""9999-01-01"""
"10797,""d004"",""1997-06-02"",""9999-01-01"""
"10797,""d005"",""1988-08-21"",""1997-06-02"""
"10798,""d004"",""1996-09-21"",""9999-01-01"""
"10799,""d005"",""1989-03-01"",""9999-01-01"""
"10800,""d004"",""1993-05-20"",""9999-01-01"""
"10801,""d004"",""1998-04-07"",""2001-01-15"""
"10802,""d004"",""1985-08-24"",""9999-01-01"""
"10803,""d006"",""1988-04-20"",""2002-04-02"""
"10804,""d007"",""1997-06-09"",""9999-01-01"""
"10805,""d008"",""1987-05-26"",""9999-01-01"""
"10806,""d002"",""1993-04-25"",""1994-04-08"""
"10806,""d003"",""1994-04-08"",""9999-01-01"""
"10807,""d007"",""1999-10-19"",""9999-01-01"""
"10808,""d005"",""1987-03-07"",""9999-01-01"""
"10809,""d005"",""1988-02-25"",""9999-01-01"""
"10810,""d007"",""1994-09-07"",""9999-01-01"""
"10811,""d004"",""1997-07-08"",""9999-01-01"""
"10812,""d004"",""1996-09-20"",""1997-10-06"""
"10813,""d007"",""1990-04-27"",""9999-01-01"""
"10814,""d007"",""1993-07-17"",""9999-01-01"""
"10815,""d003"",""1994-04-19"",""9999-01-01"""
"10816,""d009"",""1991-05-22"",""9999-01-01"""
"10817,""d007"",""1990-12-26"",""2000-01-24"""
"10817,""d009"",""2000-01-24"",""9999-01-01"""
"10818,""d003"",""1998-04-09"",""9999-01-01"""
"10819,""d004"",""1986-08-02"",""1999-12-28"""
"10820,""d001"",""1992-06-26"",""9999-01-01"""
"10821,""d005"",""1988-10-06"",""1990-04-17"""
"10822,""d005"",""1986-01-11"",""9999-01-01"""
"10823,""d003"",""1999-08-19"",""9999-01-01"""
"10824,""d001"",""1995-08-01"",""9999-01-01"""
"10825,""d004"",""2000-06-03"",""9999-01-01"""
"10825,""d005"",""1993-12-04"",""2000-06-03"""
"10826,""d005"",""1993-01-22"",""9999-01-01"""
"10827,""d002"",""1996-11-07"",""9999-01-01"""
"10828,""d007"",""1986-02-14"",""1990-03-30"""
"10829,""d003"",""1993-07-21"",""1993-11-29"""
"10830,""d001"",""1991-08-24"",""9999-01-01"""
"10831,""d005"",""1998-02-22"",""9999-01-01"""
"10832,""d007"",""1986-10-11"",""9999-01-01"""
"10833,""d006"",""1998-12-23"",""9999-01-01"""
"10834,""d004"",""1990-11-24"",""9999-01-01"""
"10835,""d004"",""1995-08-22"",""9999-01-01"""
"10836,""d007"",""1987-08-10"",""1991-07-01"""
"10836,""d009"",""1991-07-01"",""9999-01-01"""
"10837,""d007"",""1986-01-14"",""2002-02-22"""
"10838,""d006"",""1994-04-26"",""9999-01-01"""
"10839,""d004"",""1996-12-30"",""9999-01-01"""
"10840,""d004"",""1993-06-04"",""9999-01-01"""
"10841,""d009"",""1992-01-22"",""9999-01-01"""
"10842,""d005"",""1986-07-14"",""1998-06-27"""
"10843,""d005"",""1990-04-26"",""9999-01-01"""
"10844,""d005"",""1997-04-25"",""9999-01-01"""
"10845,""d005"",""1997-01-25"",""9999-01-01"""
"10846,""d005"",""1995-01-17"",""1997-04-03"""
"10846,""d008"",""1997-04-03"",""9999-01-01"""
"10847,""d008"",""1986-07-25"",""9999-01-01"""
"10848,""d004"",""1985-04-20"",""9999-01-01"""
"10849,""d005"",""1995-06-25"",""9999-01-01"""
